 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3,1,9900000,29900000,20,490,9100000,27100000,7400000,1
2,0,9500000,25400000,16,451,2900000,33800000,11400000,1
4,1,1900000,6800000,6,559,2200000,6200000,1200000,0
4,1,6900000,21400000,10,577,2200000,14900000,6300000,0
2,1,1500000,5000000,4,613,1300000,5200000,2100000,0
4,0,1900000,3800000,20,785,600000,6100000,1500000,0
0,1,2300000,6000000,8,690,2900000,6000000,2000000,0
2,0,7800000,17100000,14,351,7200000,19300000,7100000,1
4,0,400000,1000000,10,447,300000,900000,300000,1
0,1,9400000,19200000,20,708,16300000,23400000,13200000,0
2,0,9100000,21700000,12,549,11000000,34700000,12200000,1
1,1,9000000,18800000,8,797,9400000,22900000,7500000,0
4,0,7100000,14300000,14,537,10400000,18200000,6100000,1
3,0,800000,2500000,12,828,0,1500000,700000,0
0,1,4500000,9600000,14,471,7700000,11000000,3600000,1
5,0,8500000,25400000,4,336,1200000,30600000,9000000,1
3,1,2500000,9800000,16,424,3200000,5800000,1300000,1
2,0,1500000,3300000,18,440,2300000,3000000,1800000,1
0,0,6200000,17300000,8,583,3900000,13600000,3300000,0
1,1,1300000,2900000,6,480,300000,2900000,1400000,1
5,0,6600000,25800000,10,670,7200000,20600000,8500000,0
0,1,5300000,13700000,6,329,7600000,11200000,2800000,1
5,0,1400000,3000000,6,754,2700000,5300000,1400000,0
2,1,2900000,7800000,18,588,100000,11600000,4200000,0
3,0,6500000,16500000,4,551,800000,18500000,7600000,0
3,0,8300000,18900000,4,316,9700000,21300000,8200000,1
2,1,8900000,32200000,12,382,11300000,20500000,5400000,1
3,0,5300000,15000000,6,717,4100000,17100000,5300000,0
0,0,2800000,7300000,6,676,2200000,5700000,3200000,0
1,0,8000000,27800000,6,667,12600000,22500000,9900000,0
3,0,3900000,10500000,20,821,6300000,11000000,3900000,0
0,0,6200000,20100000,20,345,5900000,17400000,4100000,1
3,1,5900000,19200000,10,442,500000,18300000,4700000,1
1,1,6000000,23300000,12,672,11300000,19600000,6400000,0
3,1,9100000,29300000,2,508,5100000,31600000,11900000,0
5,1,3400000,12300000,10,615,1600000,11400000,3500000,0
1,1,1800000,4400000,8,689,2500000,3800000,1600000,0
1,0,300000,1200000,18,747,0,700000,200000,1
1,1,9000000,22800000,10,412,15600000,32000000,4700000,1
1,0,6400000,16900000,2,703,7300000,15900000,7400000,0
5,0,5800000,22200000,16,884,4800000,19500000,8500000,0
5,1,2600000,8600000,18,651,100000,7800000,2600000,0
4,0,6600000,17300000,14,793,1400000,17500000,3900000,0
2,0,6100000,21800000,4,407,100000,20200000,5800000,0
2,0,4100000,11100000,8,390,3100000,10100000,3400000,1
3,1,300000,1000000,12,469,400000,700000,300000,1
4,0,4700000,10400000,6,373,8600000,14300000,5400000,1
4,1,1500000,5800000,2,304,1600000,3300000,1400000,0
5,0,2700000,8300000,8,833,1300000,6800000,3300000,0
2,0,6900000,20900000,2,302,10700000,26900000,9200000,0
0,0,7600000,28700000,6,397,13200000,24600000,3800000,1
1,0,4100000,10000000,6,891,300000,12600000,3600000,0
3,0,4100000,12200000,2,457,500000,14100000,4900000,1
4,0,1600000,3200000,16,657,100000,5700000,1200000,0
2,1,400000,1400000,2,480,700000,1600000,200000,0
5,1,4400000,17300000,20,840,5100000,12900000,2300000,0
2,1,3800000,8000000,12,866,600000,8400000,1900000,0
0,0,4300000,17000000,8,619,6600000,17100000,3900000,0
1,1,9000000,33500000,2,748,9800000,25700000,11500000,0
3,1,9500000,25500000,12,881,14100000,21600000,8900000,0
2,1,6900000,13900000,8,829,8100000,22400000,4600000,0
3,0,4300000,11100000,6,312,3800000,10100000,3300000,1
3,0,6600000,21400000,10,467,6000000,20300000,5200000,1
1,1,5200000,14300000,18,650,2300000,17600000,3600000,0
3,1,400000,1100000,6,711,300000,1400000,100000,0
4,0,1300000,4100000,18,886,500000,3800000,600000,0
5,0,9700000,28400000,4,494,12000000,24400000,10000000,1
2,1,5400000,10900000,14,741,6000000,20400000,5600000,0
4,0,1200000,3300000,12,876,100000,3800000,1000000,0
0,1,7000000,26400000,14,610,0,13900000,5300000,0
5,0,7600000,26000000,6,778,2400000,25500000,10900000,0
5,1,700000,1800000,14,571,400000,1900000,400000,0
3,1,7500000,25100000,18,554,7900000,28500000,4700000,0
0,1,2300000,6200000,8,712,1700000,8800000,1500000,0
5,1,5600000,11500000,4,695,7100000,11700000,7800000,0
0,1,5400000,10900000,20,366,500000,21000000,4800000,1
1,1,1800000,5500000,10,426,1500000,5900000,1600000,1
0,0,2900000,6900000,10,320,500000,7700000,1500000,1
3,1,1400000,4600000,8,543,1200000,2700000,2000000,1
2,0,2800000,11000000,16,525,1800000,5800000,2400000,1
0,1,3300000,13100000,12,812,4900000,7500000,4300000,0
0,0,7000000,25300000,14,697,10400000,14300000,6700000,0
1,0,3900000,15100000,12,527,5100000,11100000,3800000,1
1,0,5700000,17200000,4,512,7000000,21400000,3000000,0
0,0,4100000,9200000,4,671,6300000,10400000,4900000,0
1,1,2200000,8700000,20,539,4000000,8200000,2600000,1
5,0,2200000,7200000,10,532,300000,7500000,1600000,1
3,1,2500000,7700000,16,485,3600000,5600000,3200000,1
0,1,900000,2100000,6,521,1700000,2100000,700000,1
1,0,2900000,7400000,10,874,1200000,10100000,3300000,0
2,0,9800000,22900000,10,788,10300000,27200000,14000000,0
2,0,5200000,14800000,12,659,5200000,18100000,4100000,0
1,1,8600000,19600000,16,498,3000000,21000000,5300000,1
2,1,4800000,13200000,20,310,4600000,12900000,4200000,1
0,0,2000000,4700000,6,785,1800000,6700000,1700000,0
0,0,3600000,8700000,10,309,1000000,8600000,3300000,1
3,1,5300000,19600000,2,433,9900000,10800000,3000000,0
1,1,400000,1300000,18,801,0,1500000,600000,0
3,1,6500000,22400000,6,488,11700000,21700000,6800000,1
0,1,2300000,6000000,16,756,2100000,7500000,1200000,0
3,0,1000000,2800000,4,757,100000,3800000,900000,0
5,0,3200000,10100000,6,828,6000000,8700000,3000000,0
3,1,3400000,7200000,12,733,2700000,8100000,2200000,0
0,0,9600000,38200000,8,421,14100000,33600000,13800000,1
3,0,5300000,20300000,4,872,7300000,18400000,7600000,0
3,0,4700000,17400000,10,393,5300000,18700000,5300000,1
3,0,9700000,37800000,12,700,6100000,25800000,11900000,0
5,0,8800000,21600000,18,613,12100000,30000000,8400000,0
5,0,5900000,13400000,6,455,11200000,21600000,6900000,1
4,1,2400000,7100000,16,871,300000,8500000,3500000,0
4,1,7900000,21500000,16,497,5200000,23100000,7700000,1
0,0,1400000,2700000,2,649,1000000,5500000,1100000,0
0,1,3500000,10000000,14,709,1800000,9200000,5000000,0
4,0,3400000,13500000,12,705,1100000,8300000,4900000,0
2,0,6100000,23600000,2,476,2900000,22500000,3800000,0
2,1,3000000,7100000,4,819,4800000,6000000,2100000,0
5,1,3400000,9400000,16,535,5600000,12900000,3200000,1
0,1,400000,1200000,14,889,200000,700000,200000,0
0,0,5900000,11800000,12,468,10000000,17500000,6200000,1
5,1,400000,800000,2,759,500000,1300000,300000,0
3,1,9000000,33600000,2,426,16200000,20700000,11900000,0
0,1,8800000,23600000,8,712,11300000,19300000,11100000,0
4,1,2000000,4700000,2,615,100000,6700000,3000000,0
2,0,4700000,14000000,12,784,2700000,14800000,6900000,0
4,0,2700000,6100000,16,677,3300000,6500000,3800000,0
1,0,2600000,7900000,12,306,2400000,7600000,3300000,1
1,1,9000000,25400000,16,655,8800000,29100000,7200000,0
4,0,5100000,19400000,8,755,300000,14900000,5300000,0
2,0,6600000,25800000,18,598,3100000,16400000,5900000,0
2,0,4400000,9800000,18,712,200000,8800000,6400000,0
4,1,1500000,4600000,6,524,2000000,5000000,1400000,1
1,0,6200000,23100000,16,838,1400000,23500000,7000000,0
4,1,900000,2900000,6,560,900000,3100000,900000,0
3,0,7700000,26400000,12,759,2900000,21900000,10800000,0
2,1,600000,2400000,6,454,600000,2300000,300000,1
4,0,4300000,16500000,4,539,6100000,9300000,2100000,0
2,1,8200000,27800000,16,827,8700000,26000000,10700000,0
0,0,3500000,11900000,12,686,4800000,10100000,2500000,0
1,1,9900000,34100000,14,371,7100000,29300000,6200000,1
5,0,700000,1900000,4,784,1000000,2100000,600000,0
1,1,2100000,7300000,16,826,3500000,7700000,1400000,0
2,0,3200000,10500000,12,502,1500000,10000000,4500000,1
0,0,2900000,7800000,8,367,3700000,7700000,3600000,1
0,0,7000000,18300000,6,541,6400000,20800000,8300000,1
1,0,3700000,13600000,16,608,2200000,13400000,2800000,0
3,1,4500000,13100000,12,570,2000000,10100000,5800000,0
3,0,200000,800000,18,752,200000,300000,200000,0
5,1,5600000,20500000,8,873,9500000,19400000,7800000,0
5,0,5400000,18600000,2,538,2700000,18800000,4000000,0
4,0,300000,1000000,10,819,300000,900000,200000,0
1,1,7500000,29800000,18,770,5200000,28000000,8700000,0
5,1,2500000,9600000,6,345,1900000,6800000,2600000,1
4,1,3100000,8100000,12,730,4500000,9000000,4500000,0
1,1,7600000,19300000,20,835,2300000,22000000,8200000,0
3,1,500000,1700000,2,811,500000,1400000,200000,0
2,0,2700000,5900000,14,662,1600000,7300000,3800000,0
2,1,3500000,13300000,4,420,1700000,8000000,2300000,0
5,0,3700000,11700000,4,413,5500000,12000000,2700000,0
2,1,5600000,20000000,10,367,5000000,19100000,6000000,1
5,1,4800000,16400000,14,390,2400000,9500000,4000000,1
4,1,5200000,12200000,2,602,800000,20500000,7700000,0
3,0,2900000,11500000,16,843,2600000,10700000,4300000,0
1,0,2700000,6800000,20,713,3300000,6100000,1900000,0
3,0,5000000,16200000,8,591,3400000,14000000,5000000,0
2,1,2700000,9400000,14,701,3400000,9900000,1900000,0
4,1,2800000,10000000,12,655,3600000,8500000,3300000,0
3,1,7300000,20000000,18,720,9900000,23000000,9800000,0
0,1,5900000,15100000,10,794,4300000,14900000,5400000,0
0,0,8100000,21300000,2,392,6600000,31500000,11000000,1
3,1,1900000,7100000,6,583,2800000,6500000,2000000,0
5,0,1800000,6800000,18,457,1100000,3800000,1400000,1
0,1,7600000,17800000,14,570,12100000,21500000,9900000,0
1,0,9100000,30100000,14,890,12400000,32500000,7500000,0
2,1,5300000,12300000,14,472,1600000,20400000,3300000,1
2,0,3700000,10900000,12,788,700000,12200000,2600000,0
0,0,9500000,35300000,6,605,12700000,31100000,7000000,0
3,0,8300000,30500000,10,473,9400000,23300000,11800000,1
5,0,6400000,21500000,16,728,5200000,17400000,9600000,0
5,1,5300000,17800000,16,505,8500000,14600000,4100000,1
0,1,5600000,19300000,6,407,3600000,14200000,8400000,1
1,1,900000,1700000,18,464,0,1900000,700000,1
0,1,2400000,7200000,20,514,2100000,6700000,1800000,1
1,0,9500000,23000000,10,627,11500000,21700000,9100000,0
2,1,7400000,14900000,20,627,10100000,19000000,10300000,0
4,1,1500000,3200000,10,858,0,4700000,1700000,0
3,1,8800000,30200000,8,607,12700000,21500000,5900000,0
5,1,4900000,14300000,4,663,6100000,19600000,5500000,0
1,1,8100000,26900000,6,522,2100000,18700000,4200000,1
2,1,2300000,9100000,20,610,600000,7800000,3400000,0
5,1,3000000,6600000,16,462,3500000,9100000,3600000,1
2,1,3900000,9300000,8,591,2700000,9600000,3300000,0
4,1,1700000,6500000,20,636,900000,6200000,2300000,0
0,1,2100000,4900000,10,359,800000,6100000,1000000,1
4,1,9700000,25000000,4,542,12000000,29300000,13400000,1
5,1,3500000,11800000,4,642,2900000,11900000,3600000,0
5,1,1500000,5500000,4,414,1400000,2900000,1200000,0
3,1,8800000,26200000,20,865,9800000,27700000,12500000,0
3,0,900000,3100000,10,369,100000,1700000,500000,1
0,1,3500000,10800000,14,838,6800000,13900000,1700000,0
5,0,5500000,21200000,4,582,8300000,17100000,3100000,0
5,1,9800000,23200000,10,416,17300000,21600000,8500000,1
5,0,2100000,5500000,20,705,1400000,4600000,1200000,0
0,0,1800000,5700000,18,306,700000,5600000,1700000,1
5,1,5800000,13000000,8,851,8700000,17700000,4100000,0
5,0,6700000,17200000,18,613,6800000,24600000,7100000,0
3,0,4300000,16300000,10,366,6700000,12300000,5500000,1
1,0,1200000,2800000,12,431,400000,2900000,900000,1
5,1,9700000,25900000,2,754,10000000,28500000,6700000,0
5,1,5400000,11200000,10,447,7900000,21400000,6000000,1
1,1,5300000,14100000,14,510,10400000,18900000,7800000,1
1,0,7300000,24200000,20,324,3700000,18400000,9000000,1
5,0,9500000,19200000,2,523,1500000,21000000,6700000,1
0,1,7200000,15600000,2,362,2400000,20800000,5900000,1
3,1,9000000,32900000,6,657,600000,29200000,12000000,0
5,0,6500000,23300000,12,790,9700000,15500000,9500000,0
1,1,9500000,30500000,18,500,3300000,20500000,5500000,1
2,1,9900000,33200000,4,465,17000000,24400000,5000000,0
4,0,2900000,8700000,6,409,5500000,8200000,2200000,1
4,1,700000,1800000,20,626,600000,1400000,300000,0
5,0,4200000,13400000,16,545,8200000,12500000,3500000,1
3,0,4200000,11400000,10,654,400000,16200000,5700000,0
0,0,7600000,26500000,6,515,14900000,22000000,4000000,1
2,1,7100000,18800000,12,838,5200000,16600000,4900000,0
1,1,4700000,16000000,14,406,5300000,14300000,3300000,1
0,1,9800000,23200000,10,573,3300000,23600000,14600000,0
0,1,9800000,38700000,2,611,10400000,33000000,6000000,0
0,0,5100000,13400000,16,649,1600000,15700000,3900000,0
0,1,3300000,7700000,12,775,2100000,7400000,4200000,0
3,0,4500000,12500000,12,469,7600000,14200000,3400000,1
0,1,3900000,12800000,18,587,5300000,12600000,5000000,0
3,1,3200000,9900000,10,316,5500000,8800000,3600000,1
2,0,3200000,10400000,10,556,5600000,11500000,4500000,0
2,0,9600000,31200000,12,578,2200000,26500000,13500000,0
2,1,8700000,18900000,2,554,1900000,18000000,11500000,0
2,1,1900000,6800000,6,892,2200000,6400000,900000,0
2,1,2900000,10200000,10,315,400000,6500000,1600000,1
0,0,6200000,12900000,10,695,3700000,22200000,4200000,0
0,0,5900000,20300000,4,806,3700000,16400000,4800000,0
4,1,3200000,12800000,8,638,2600000,8000000,3800000,0
1,1,1300000,5000000,4,610,800000,4500000,900000,0
2,1,1300000,3200000,4,810,2100000,4300000,800000,0
1,0,8700000,33200000,4,866,15900000,23700000,10500000,0
3,0,6300000,23800000,10,760,1300000,18400000,8800000,0
3,0,4300000,11200000,6,556,4300000,14500000,5100000,0
3,1,6400000,23500000,12,684,10300000,25300000,7400000,0
5,1,7700000,25800000,18,578,7700000,27200000,10600000,0
2,0,6900000,23900000,12,814,1900000,26600000,6000000,0
0,0,4200000,14800000,20,510,5700000,11900000,2600000,1
4,0,3900000,9000000,2,674,5700000,14000000,3100000,0
0,1,2000000,4900000,14,570,300000,6600000,1300000,0
1,0,500000,1700000,2,680,800000,1400000,700000,0
0,0,3500000,8800000,12,803,300000,8400000,3400000,0
2,1,3100000,10700000,16,357,1900000,7700000,3800000,1
3,1,4900000,19000000,4,575,9100000,16500000,4600000,0
1,0,1000000,3600000,4,546,0,2600000,500000,0
2,0,6700000,21400000,8,370,11800000,20100000,8600000,1
1,0,4100000,9400000,6,713,1000000,11100000,3100000,0
4,1,1600000,3800000,2,896,400000,4800000,2000000,0
3,1,2400000,9200000,14,626,3600000,8500000,2000000,0
0,0,2200000,6400000,4,854,1600000,6500000,1300000,0
4,0,3200000,8400000,18,802,0,9100000,4700000,0
4,1,1600000,4400000,20,382,300000,5200000,1900000,1
2,0,3900000,14900000,6,415,4300000,9500000,4600000,1
5,1,2000000,6300000,4,366,2200000,5400000,2800000,0
1,1,7600000,25400000,10,595,400000,24900000,11000000,0
1,0,9800000,21300000,2,356,12300000,25700000,14600000,1
5,0,7900000,29900000,6,568,13900000,15900000,8700000,0
1,0,1600000,4000000,10,615,2700000,5500000,1400000,0
1,1,6400000,13900000,12,313,6300000,18600000,4900000,1
1,1,6400000,17900000,6,575,7600000,23100000,5300000,0
4,0,1600000,5500000,10,577,1200000,4100000,1400000,0
0,0,9200000,30700000,10,455,2000000,32900000,5200000,1
1,0,7800000,24900000,6,500,10000000,16500000,4500000,1
1,1,4000000,9400000,8,509,4100000,10800000,5500000,1
2,1,6100000,19400000,8,379,10800000,14300000,4100000,1
5,0,7100000,14500000,14,664,12900000,15700000,9200000,0
0,1,2500000,9900000,6,623,1800000,6200000,1800000,0
5,0,3200000,8700000,16,558,2500000,9100000,1800000,0
4,0,1700000,4300000,18,580,2400000,6600000,1700000,0
4,0,6300000,17600000,6,612,3300000,23500000,3200000,0
4,1,700000,2400000,14,705,100000,2000000,700000,0
4,1,1100000,2700000,18,301,1600000,3300000,1500000,1
1,1,8900000,32000000,16,711,1200000,22100000,5200000,0
3,0,300000,700000,20,735,200000,900000,400000,0
1,0,2200000,5200000,14,682,600000,6100000,1800000,0
3,0,3400000,13500000,10,348,3700000,8200000,4700000,1
0,1,7900000,23500000,20,750,15300000,21200000,4000000,0
3,1,5800000,18200000,16,835,6100000,14600000,7900000,0
0,1,9400000,20000000,6,389,7100000,19400000,10200000,1
2,0,4800000,18900000,4,866,6000000,13900000,5900000,0
3,0,7600000,26600000,4,689,600000,24300000,8600000,0
0,0,5900000,17600000,16,645,3100000,23400000,8600000,0
1,1,4300000,10100000,2,797,4500000,16300000,4700000,0
5,0,6100000,17800000,6,849,10900000,16100000,7800000,0
5,0,5400000,19700000,20,423,10000000,15700000,7300000,1
1,1,5200000,11200000,2,370,10200000,16700000,6400000,1
5,0,8500000,31300000,12,378,13100000,30400000,8800000,1
4,0,900000,1900000,20,417,800000,2800000,900000,1
1,0,1400000,4100000,20,530,1100000,3000000,1900000,1
1,1,2400000,9300000,20,543,800000,5000000,3400000,1
4,0,6300000,15000000,18,750,6500000,15400000,7700000,0
1,0,3100000,7600000,20,346,4600000,8100000,4400000,1
4,1,6900000,19000000,14,330,7100000,18800000,8400000,1
2,1,3000000,7400000,10,712,1000000,11600000,3800000,0
0,0,3100000,10100000,14,376,2600000,11600000,4300000,1
4,0,600000,1200000,14,338,500000,2300000,500000,1
4,1,4700000,13700000,14,600,8400000,17700000,5000000,0
1,0,2500000,6900000,20,495,3300000,5700000,3700000,1
0,0,9700000,30400000,4,300,16600000,38100000,9200000,0
4,1,7600000,20000000,18,691,8700000,23400000,11200000,0
1,0,8400000,24700000,8,519,16700000,17300000,6000000,1
3,1,3800000,15100000,20,540,1000000,9300000,3600000,1
3,1,3100000,11400000,16,562,3600000,7200000,3100000,0
2,0,5700000,21300000,10,323,11200000,16200000,5100000,1
1,1,5500000,19700000,10,312,4800000,19500000,3300000,1
1,1,200000,600000,2,511,100000,800000,200000,0
3,1,3700000,13800000,10,621,800000,11900000,5300000,0
2,1,1600000,4300000,20,512,2500000,6300000,900000,1
4,0,3900000,11000000,2,786,1600000,10700000,2100000,0
3,1,700000,1600000,18,303,500000,2000000,600000,1
3,1,5800000,16700000,18,633,8400000,14700000,3700000,0
4,1,3800000,14000000,6,711,7300000,14500000,3100000,0
2,0,6400000,16900000,16,472,6000000,16300000,4500000,1
1,1,5500000,12100000,4,350,9200000,17200000,6900000,1
1,1,6800000,13700000,10,879,2600000,22000000,6800000,0
4,0,6700000,13400000,10,436,1200000,23200000,7500000,1
1,1,5300000,11500000,14,848,3600000,14700000,5700000,0
2,0,6600000,23200000,16,555,6500000,23300000,3300000,0
2,0,6600000,13100000,20,885,4300000,20600000,6200000,0
0,0,7600000,25200000,6,888,10900000,24500000,7500000,0
4,1,2500000,6100000,20,478,800000,9500000,3200000,1
4,0,1100000,2500000,4,603,1400000,3900000,500000,0
1,0,2300000,8200000,8,784,0,7600000,1100000,0
1,1,3300000,11700000,4,682,5500000,12300000,1600000,0
4,1,2600000,5900000,6,471,1900000,7300000,3400000,1
4,1,9300000,36700000,20,808,14700000,26500000,7100000,0
4,0,5300000,18500000,8,470,9300000,14900000,4900000,1
2,0,5400000,13800000,20,574,9200000,10900000,3700000,0
4,1,3500000,12000000,8,314,100000,12600000,2700000,1
2,0,4200000,10200000,14,407,4500000,12000000,2500000,1
0,1,9200000,34900000,4,702,16000000,24100000,9800000,0
2,0,4300000,9800000,2,499,4500000,12600000,5100000,1
1,1,7500000,19900000,10,669,8800000,18100000,7300000,0
5,1,5400000,18800000,20,326,10100000,14800000,3200000,1
3,0,5500000,16200000,18,778,10700000,15300000,6100000,0
2,1,2100000,4500000,2,787,2800000,6000000,2100000,0
0,0,3700000,12300000,16,831,2200000,11200000,2400000,0
0,0,8800000,32900000,18,576,8700000,32600000,5600000,0
5,0,5800000,22800000,12,600,1100000,20700000,5700000,0
4,0,7900000,30600000,2,569,3400000,20100000,7400000,0
1,1,3100000,6300000,20,867,6100000,6600000,4000000,0
0,0,4100000,14500000,12,441,300000,15700000,3900000,1
2,1,9800000,32700000,2,304,19000000,24500000,8600000,0
5,0,3300000,8400000,18,520,6300000,11000000,4000000,1
0,0,2000000,6200000,14,613,1800000,5400000,1300000,0
2,1,600000,1100000,8,885,0,1200000,300000,0
4,1,3600000,9500000,2,841,4400000,13500000,2100000,0
2,0,7500000,29100000,20,815,9500000,25300000,9100000,0
5,1,200000,400000,18,822,300000,600000,300000,0
4,0,9900000,29100000,18,772,19400000,26800000,11700000,0
5,1,6100000,22500000,6,776,9900000,13800000,4800000,0
4,1,3500000,10300000,10,337,5600000,10500000,4500000,1
0,1,7800000,19000000,12,333,14900000,30600000,9600000,1
3,1,8700000,29300000,4,312,2800000,30000000,4900000,0
2,1,5500000,12400000,14,842,6800000,15800000,5800000,0
3,1,1800000,5100000,8,790,0,3700000,2000000,0
2,0,8000000,31900000,16,806,1800000,23200000,5400000,0
5,1,7500000,17000000,8,300,8300000,18900000,6700000,1
5,1,3700000,12000000,12,605,1800000,13200000,3100000,0
